train_sample_id,utterance_id,transcript,emotion_4class,emotion_id,valence,arousal,dominance,session,speaker_id,duration,char_count,word_count,has_transcript
iemocap_train_01465,Ses02M_script01_1_F025,How do you know she'll marry you? Maybe she feels the same way your father does.,neutral,0,2.5,2.5,3.5,Ses02,Ses02F,3.99,80,16,True
iemocap_train_01466,Ses02M_script01_1_F026,"Trouble is you don't see enough women, you never did.",angry,1,2.0,3.0,4.0,Ses02,Ses02F,3.81,53,10,True
iemocap_train_01467,Ses02M_script01_1_F027,I just don't see why it has to be Annie.,angry,1,2.0,3.0,4.5,Ses02,Ses02F,3.3499375,40,10,True
iemocap_train_01468,Ses02M_script01_1_F032,What the hell is this?,angry,1,2.0,3.5,4.0,Ses02,Ses02F,2.4399375,22,5,True
iemocap_train_01469,Ses02M_script01_1_F033,"What the hell is this, are you crazy?",angry,1,1.5,4.0,4.5,Ses02,Ses02F,2.81,37,8,True
iemocap_train_01470,Ses02M_script01_1_F034,What about the business? What is this?,angry,1,1.5,3.5,4.5,Ses02,Ses02F,3.0799375,38,7,True
iemocap_train_01471,Ses02M_script01_1_F035,Must you be inspired?,angry,1,2.0,3.0,4.5,Ses02,Ses02F,2.5899375,21,4,True
iemocap_train_01472,Ses02M_script01_1_F036,"Tell me, you'd leave the business?",angry,1,2.0,3.5,4.0,Ses02,Ses02F,2.86,34,6,True
iemocap_train_01473,Ses02M_script01_1_F037,"Well, you don't want to think like that.",angry,1,2.0,3.5,3.5,Ses02,Ses02F,2.7599375,40,8,True
iemocap_train_01474,Ses02M_script01_1_F041,"Yea, I can see that.",sad,2,3.0,2.0,2.5,Ses02,Ses02F,2.0799375,20,5,True
iemocap_train_01475,Ses02M_script01_2_F000,Why did he invite her here?,angry,1,2.3333,3.0,3.3333,Ses02,Ses02F,2.3529375,27,6,True
iemocap_train_01476,Ses02M_script01_2_F001,She's been in New York three and half years why all of a sudden-,angry,1,2.0,3.6667,3.3333,Ses02,Ses02F,4.09,64,14,True
iemocap_train_01477,Ses02M_script01_2_F002,Nobody comes seven hundred miles just to see.,angry,1,2.6667,2.3333,3.3333,Ses02,Ses02F,3.17,45,8,True
iemocap_train_01478,Ses02M_script01_2_F003,He's not going to marry her.,angry,1,2.6667,3.0,3.0,Ses02,Ses02F,2.33,28,6,True
iemocap_train_01479,Ses02M_script01_2_F005,What's going on here Joe?,angry,1,2.0,3.3333,3.3333,Ses02,Ses02F,2.25,25,5,True
iemocap_train_01480,Ses02M_script01_2_F006,-She's not his girl Joe; she knows she's not.,angry,1,2.0,4.0,4.0,Ses02,Ses02F,3.5799375,45,9,True
iemocap_train_01481,Ses02M_script01_2_F010,"I want you to act like he's coming back, both of you. Don't you think I haven't noticed since he invited her, I won't stand for any nonsense",angry,1,1.6667,4.0,3.6667,Ses02,Ses02F,8.2199375,140,28,True
iemocap_train_01482,Ses02M_script01_2_F013,I need you to believe with me; I can't stand all alone.,sad,2,1.6667,3.6667,2.6667,Ses02,Ses02F,3.6399375,55,12,True
iemocap_train_01483,Ses02M_script01_3_F001,It's all right. It's a good thing.,happy,3,4.0,3.5,3.0,Ses02,Ses02F,2.4614375,34,7,True
iemocap_train_01484,Ses02M_script01_3_F002,"You know, it's lovely here, the air is sweet.",happy,3,4.0,3.0,3.5,Ses02,Ses02F,5.1081875,45,9,True
iemocap_train_01485,Ses02M_script01_3_F003,"No, not sorry. But, um. But I'm not gonna stay.",happy,3,3.5,2.5,3.0,Ses02,Ses02F,7.384375,47,10,True
iemocap_train_01486,Ses02M_script01_3_F007,"I knew they would, your mother anyway.",happy,3,3.0,3.0,3.5,Ses02,Ses02F,3.4936875,38,7,True
iemocap_train_01487,Ses02M_script01_3_F008,"Well, from her point of view, why else would I come?",neutral,0,2.5,2.5,3.0,Ses02,Ses02F,3.83775,52,11,True
iemocap_train_01488,Ses02M_script01_3_F009,I guess this is why I came.,happy,3,4.0,3.5,3.5,Ses02,Ses02F,4.7905625,27,7,True
iemocap_train_01489,Ses02M_script01_3_F012,"Well, you started to write me",happy,3,4.0,3.0,3.0,Ses02,Ses02F,3.7848125,29,6,True
iemocap_train_01490,Ses02M_script01_3_F013,Every day since.,happy,3,4.0,3.0,3.5,Ses02,Ses02F,2.19675,16,3,True
iemocap_train_01491,Ses02M_script01_3_F019,"Well, what's wrong? I mean, even in your letters there was some--something ashamed.",sad,2,2.0,2.5,3.5,Ses02,Ses02F,9.55475,83,13,True
iemocap_train_01492,Ses02M_script01_3_F021,It wouldn't work this way.,sad,2,2.0,2.0,3.5,Ses02,Ses02F,3.8113125,26,5,True
iemocap_train_01493,Ses02M_script01_3_F025,Do you still feel that way?,sad,2,2.5,2.5,3.5,Ses02,Ses02F,3.520125,27,6,True
iemocap_train_01494,Ses02M_script01_3_F026,"'Cause you mustn't feel that way. Because you have a right to everything you have, Chris. Everything, you understand that? Me too.",sad,2,2.0,3.5,4.5,Ses02,Ses02F,9.5018125,130,22,True
iemocap_train_01495,Ses02M_script01_3_F027,"I mean, and your money, there's- there's nothing wrong with your money. I mean, your father put hundreds of planes in the air. A man should be paid for that.",sad,2,2.5,4.0,4.0,Ses02,Ses02F,8.496,157,30,True
iemocap_train_01496,Ses02M_script01_3_F028,What'll I do with a fortune?,happy,3,4.0,3.5,4.0,Ses02,Ses02F,3.3613125,28,6,True
iemocap_train_01497,Ses02M_script02_1_F000,Fine.,neutral,0,2.5,2.5,2.0,Ses02,Ses02F,1.3899375,5,1,True
iemocap_train_01498,Ses02M_script02_1_F001,What flashlight?,neutral,0,2.0,2.0,2.0,Ses02,Ses02F,2.09,16,2,True
iemocap_train_01499,Ses02M_script02_1_F005,Yea.,neutral,0,2.5,1.5,2.0,Ses02,Ses02F,1.74,4,1,True
iemocap_train_01500,Ses02M_script02_1_F006,I'm cold.,neutral,0,2.0,2.5,2.5,Ses02,Ses02F,1.62,9,2,True
iemocap_train_01501,Ses02M_script02_1_F011,Not particularly.,neutral,0,2.0,3.0,3.0,Ses02,Ses02F,1.85,17,2,True
iemocap_train_01502,Ses02M_script02_1_F016,I'm just not.,sad,2,2.5,3.0,2.0,Ses02,Ses02F,1.6299375,13,3,True
iemocap_train_01503,Ses02M_script02_1_F017,Yes.,neutral,0,2.5,2.5,2.5,Ses02,Ses02F,0.99,4,1,True
iemocap_train_01504,Ses02M_script02_1_F018,"Last year you'll also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight over nothing, and we didn't see the Grunions.",angry,1,2.0,4.0,3.5,Ses02,Ses02F,10.25,168,34,True
iemocap_train_01505,Ses02M_script02_1_F020,That's the wind.,neutral,0,2.5,2.5,3.0,Ses02,Ses02F,1.5299375,16,3,True
iemocap_train_01506,Ses02M_script02_1_F021,About what?,neutral,0,2.5,2.0,2.0,Ses02,Ses02F,1.33,11,2,True
iemocap_train_01507,Ses02M_script02_2_F005,Goddamn it Augie don't ask me that. I hate it when you ask me that. You always ask me that. It's insulting.,angry,1,1.5,4.5,4.5,Ses02,Ses02F,7.81,107,22,True
iemocap_train_01508,Ses02M_script02_2_F006,We just have different ideas of what this evening is supposed to look like.,angry,1,1.5,4.0,4.5,Ses02,Ses02F,4.37,75,14,True
iemocap_train_01509,Ses02M_script02_2_F011,I mean I feel like my whole life is going to be spent standing on the beach waiting for the fish to show up with my eyes open and my hands clasped expectantly and the fish won't show up.,angry,1,1.5,4.0,4.5,Ses02,Ses02F,12.0311875,186,39,True
iemocap_train_01510,Ses02M_script02_2_F013,"I did want to see them, I always do. I mean I keep thinking that this is going to be the time and it never is.",angry,1,1.5,3.5,4.5,Ses02,Ses02F,6.5699375,110,26,True
iemocap_train_01511,Ses02M_script02_2_F015,Do you remember the first time we came to see it? It was about four years ago right after we got married.,sad,2,2.5,3.0,3.0,Ses02,Ses02F,6.4,105,22,True
iemocap_train_01512,Ses02M_script02_2_F016,"We thought I was pregnant and we opened a bottle of champagne but no glasses, you asked me to dance, we kicked off our shoes and you popped the cork.",sad,2,2.5,3.5,4.0,Ses02,Ses02F,8.8999375,149,30,True
iemocap_train_01513,Ses02M_script02_2_F017,And when we were dancing you said the softest most intimate things to me right into my ears so I could feel them as much as hear them,sad,2,4.0,4.0,4.5,Ses02,Ses02F,8.7428125,133,28,True
iemocap_train_01514,Ses02M_script02_2_F018,"and I remember thinking that this is it you know. At last, at last I am as happy as I am supposed to be",sad,2,3.0,4.0,4.0,Ses02,Ses02F,8.1099375,103,24,True
iemocap_train_01515,Ses02M_script02_2_F019,"Just dancing barefoot in the sand, drinking champagne out of the bottle.",sad,2,4.0,4.0,4.0,Ses02,Ses02F,5.5799375,72,12,True
iemocap_train_01516,Ses02M_script02_2_F020,I'd rather not remember some things. I would rather not hope for some things.,sad,2,2.0,2.5,3.5,Ses02,Ses02F,5.4099375,77,14,True
iemocap_train_01517,Ses02M_script02_2_F021,No.,sad,2,3.0,2.0,2.0,Ses02,Ses02F,0.9499375,3,1,True
iemocap_train_01518,Ses02M_script02_2_F022,No.,sad,2,3.0,2.0,2.5,Ses02,Ses02F,0.97,3,1,True
iemocap_train_01519,Ses02M_script02_2_F031,"Well, but this isn't anything like I thought anything would be like.",sad,2,2.0,4.0,4.0,Ses02,Ses02F,5.31,68,12,True
iemocap_train_01520,Ses02M_script02_2_F034,"I know that you meant this to be special and nice, and there's the sand and the moon and everything but I just couldn't help thinking about being somewhere else.",sad,2,2.0,3.5,4.0,Ses02,Ses02F,14.4199375,161,30,True
iemocap_train_01521,Ses02M_script02_2_F037,Don't be ridiculous. I mean don't you know that?,happy,3,2.0,3.0,3.5,Ses02,Ses02F,3.05,48,9,True
iemocap_train_01522,Ses02M_script02_2_F038,"You're the one who probably wishes he was with someone else, someone who knew how to enjoy herself and didn't take everything so hard.",sad,2,2.0,4.0,4.5,Ses02,Ses02F,7.3499375,134,24,True
iemocap_train_01523,Ses02M_script02_2_F042,"Well, I guess we don't need glasses.",happy,3,4.0,3.0,3.0,Ses02,Ses02F,2.7599375,36,7,True
iemocap_train_01524,Ses02M_script02_2_F044,"Augie, I'm sorry.",sad,2,2.5,2.5,3.0,Ses02,Ses02F,2.1899375,17,3,True
iemocap_train_01525,Ses02M_script02_2_F045,Or not.,happy,3,4.0,2.5,2.5,Ses02,Ses02F,1.5099375,7,2,True
iemocap_train_01526,Ses02M_script02_2_F046,Hmm.,neutral,0,5.0,4.0,0.5,Ses02,Ses02F,1.3799375,4,1,True
iemocap_train_01527,Ses02M_script03_1_F002,What are we going to do?,happy,3,2.5,4.5,1.0,Ses02,Ses02F,2.70325,24,6,True
iemocap_train_01528,Ses02M_script03_1_F003,Now and always sweet.,happy,3,3.0,2.5,2.0,Ses02,Ses02F,2.357875,21,4,True
iemocap_train_01529,Ses02M_script03_1_F005,Oh. It sends shivers down my spine.,happy,3,4.0,3.5,2.0,Ses02,Ses02F,3.799625,35,7,True
iemocap_train_01530,Ses02M_script03_1_F006,Behave exquisitely.,happy,3,4.0,3.0,2.5,Ses02,Ses02F,2.7333125,19,2,True
iemocap_train_01531,Ses02M_script03_1_F007,"Yes, I should probably to a court curtsey.",happy,3,4.0,2.5,2.5,Ses02,Ses02F,4.0699375,42,8,True
iemocap_train_01532,Ses02M_script03_1_F012,Who's they?,happy,3,4.0,2.0,2.0,Ses02,Ses02F,1.5018125,11,2,True
iemocap_train_01533,Ses02M_script03_1_F015,"Oh dear, should we like that?",sad,2,2.5,2.5,2.0,Ses02,Ses02F,2.508,29,6,True
iemocap_train_01534,Ses02M_script03_1_F021,Which particular one?,happy,3,4.0,2.5,2.0,Ses02,Ses02F,2.67325,21,3,True
iemocap_train_01535,Ses02M_script03_1_F022,"Oh Charles, that was his name Charles. It did wiggle so beautifully.",happy,3,4.0,3.0,2.5,Ses02,Ses02F,5.15125,68,12,True
iemocap_train_01536,Ses02M_script03_1_F023,I know you did. You threw it out of the window into the Grand Canal; I don't think I'll ever forgive you for that.,happy,3,4.0,3.0,2.5,Ses02,Ses02F,6.7281875,114,24,True
iemocap_train_01537,Ses02M_script03_1_F024,It went on intermittently for days.,happy,3,3.5,1.5,2.5,Ses02,Ses02F,2.778375,35,6,True
iemocap_train_01538,Ses02M_script03_1_F025,It burned my comb too and all the towels in the bathroom.,happy,3,4.0,3.5,2.5,Ses02,Ses02F,4.5505,57,12,True
iemocap_train_01539,Ses02M_script03_1_F027,The manager came in and found us rolling around on the floor biting and scratching like panthers.,happy,3,4.5,3.0,2.5,Ses02,Ses02F,7.8695625,97,17,True
iemocap_train_01540,Ses02M_script03_1_F028,"Oh it was ridiculous, completely ridiculous.",happy,3,4.0,3.5,2.0,Ses02,Ses02F,4.5655625,44,6,True
iemocap_train_01541,Ses02M_script03_1_F029,And very much sillier.,happy,3,4.0,2.5,2.5,Ses02,Ses02F,2.808375,22,4,True
iemocap_train_01542,Ses02M_script03_2_F000,You knew there was nothing in that.,happy,3,3.0,2.5,3.5,Ses02,Ses02F,3.0210625,35,7,True
iemocap_train_01543,Ses02M_script03_2_F001,"Presents, just a trivial little broach.",happy,3,2.0,3.0,3.5,Ses02,Ses02F,2.94875,39,6,True
iemocap_train_01544,Ses02M_script03_2_F002,No it wasn't. It was very pretty I still have it and I wear it often.,neutral,0,2.5,3.5,4.0,Ses02,Ses02F,4.8844375,69,16,True
iemocap_train_01545,Ses02M_script03_2_F003,"No I didn't, you worked the whole thing up in your jealous imagination.",neutral,0,2.5,3.0,3.5,Ses02,Ses02F,4.3416875,71,13,True
iemocap_train_01546,Ses02M_script03_2_F005,What of it?,neutral,0,2.5,2.5,3.0,Ses02,Ses02F,1.61,11,3,True
iemocap_train_01547,Ses02M_script03_2_F006,"It gave him a lot of pleasure, it didn't hurt me any.",neutral,0,3.0,3.0,3.0,Ses02,Ses02F,2.984875,53,12,True
iemocap_train_01548,Ses02M_script03_2_F007,"Well, if you hadn't been so nosey and suspicious you never wouldn't have known anything about it.",neutral,0,2.5,3.0,3.5,Ses02,Ses02F,4.95675,97,17,True
iemocap_train_01549,Ses02M_script03_2_F009,No thanks.,neutral,0,3.0,2.0,3.0,Ses02,Ses02F,1.8995,10,2,True
iemocap_train_01550,Ses02M_script03_2_F011,It just seems so silly to go on and on and on with such a thing.,neutral,0,2.0,3.0,3.0,Ses02,Ses02F,4.3598125,64,16,True
iemocap_train_01551,Ses02M_script03_2_F012,"Well, it's become a habit with you.",neutral,0,2.5,2.5,3.5,Ses02,Ses02F,2.7859375,35,7,True
iemocap_train_01552,Ses02M_script03_2_F014,What?,angry,1,2.0,2.5,4.0,Ses02,Ses02F,1.284375,5,1,True
iemocap_train_01553,Ses02M_script03_2_F015,No I'm just making myself fascinating for you.,neutral,0,3.0,3.5,4.0,Ses02,Ses02F,4.9205625,46,8,True
iemocap_train_01554,Ses02M_script03_2_F019,Be quiet.,angry,1,2.0,3.0,3.5,Ses02,Ses02F,1.7185625,9,2,True
iemocap_train_01555,Ses02M_script03_2_F023,I don't care. Do you understand? I don't care. I don't care if they bark or roll about like hoops.,angry,1,1.5,4.0,4.5,Ses02,Ses02F,6.8381875,98,20,True
iemocap_train_01556,Ses02M_script03_2_F024,"Yes, I did quite a lot.",neutral,0,3.0,3.0,3.0,Ses02,Ses02F,3.5638125,23,6,True
iemocap_train_01557,Ses02M_script03_2_F028,Oh be quiet.,angry,1,1.5,2.5,4.0,Ses02,Ses02F,2.15275,12,3,True
iemocap_train_01558,Ses02M_script03_2_F035,You are far too temperamental. Try to control yourself.,angry,1,1.5,3.5,4.5,Ses02,Ses02F,4.178875,55,9,True
iemocap_train_01559,Ses02M_script03_2_F036,Stop it. Stop it. I hate you.,angry,1,1.5,4.5,4.5,Ses02,Ses02F,2.0845,29,7,True
iemocap_train_01560,Ses02M_script03_2_F037,"Listen indeed. I'm sick and tired of listening to you, damn sadistic bully.",angry,1,1.0,5.0,5.0,Ses02,Ses02F,5.879375,75,13,True
iemocap_train_01561,Ses02M_script03_2_F038,"Stop it. Stop it. I hate you, do you hear? You're overbearing and conceited and utterly impossible.",angry,1,1.0,5.0,5.0,Ses02,Ses02F,6.5125625,99,17,True
iemocap_train_01562,Ses02M_script03_2_F039,"This is the end, do you hear? The end finally and forever.",angry,1,1.0,4.5,5.0,Ses02,Ses02F,4.233125,58,12,True
iemocap_train_01563,Ses02M_script03_2_F040,Oh yes I am.,angry,1,2.0,4.0,4.5,Ses02,Ses02F,2.0984375,12,4,True
iemocap_train_01564,Ses02M_script03_2_F041,"Yes, I am. Let go of me you're cruel fiend and I hate and loathe you. Thank God I realized who you really are before I would ever, ever marry you again. I would never marry you again. I'd rather die in torment.",angry,1,1.0,5.0,5.0,Ses02,Ses02F,11.4324375,210,43,True
iemocap_train_01565,Ses02M_script03_2_F042,You're a beast. I hate you. Stop it. Stop it.,angry,1,1.0,4.5,4.5,Ses02,Ses02F,3.8875,45,10,True
iemocap_train_01566,Ses02F_impro01_M000,Hi.,neutral,0,2.5,2.0,2.0,Ses02,Ses02M,1.434375,3,1,True
iemocap_train_01567,Ses02F_impro01_M001,"Okay. Let me see here. Um, we need--we need your original birth certificate.",neutral,0,3.0,2.5,2.5,Ses02,Ses02M,6.100625,76,13,True
iemocap_train_01568,Ses02F_impro01_M002,Right. Well. We still need it.,neutral,0,2.5,2.0,2.5,Ses02,Ses02M,2.69225,30,6,True
iemocap_train_01569,Ses02F_impro01_M004,um Sorry.,neutral,0,2.5,2.5,2.0,Ses02,Ses02M,1.4608125,9,2,True
iemocap_train_01570,Ses02F_impro01_M017,"Ok, but you're right now you're holding up more people in line by standing here-- and letting",angry,1,2.5,3.5,3.5,Ses02,Ses02M,5.096875,93,17,True
iemocap_train_01571,Ses02F_impro01_M019,"You know, Official documentation--",angry,1,2.5,3.5,3.0,Ses02,Ses02M,2.325375,34,4,True
iemocap_train_01572,Ses02F_impro02_M007,But she's--you're not gonna--you're not gonna be here for--for her first words. For her first steps. I mean--it's something that you're supposed to be here for that--,sad,2,2.5,2.0,2.5,Ses02,Ses02M,13.4978125,166,27,True
iemocap_train_01573,Ses02F_impro02_M012,All right.,sad,2,3.0,2.0,1.5,Ses02,Ses02M,1.9245625,10,2,True
iemocap_train_01574,Ses02F_impro03_M001,"Um, you--",neutral,0,3.5,3.0,2.25,Ses02,Ses02M,3.4321875,9,2,True
iemocap_train_01575,Ses02F_impro03_M004,That is great. You look radiant. I should've guess.,happy,3,4.5,3.5,2.5,Ses02,Ses02M,5.6999375,51,9,True
iemocap_train_01576,Ses02F_impro03_M005,"Well, Tell me about him. What happened.",happy,3,4.25,3.5,3.0,Ses02,Ses02M,2.6180625,39,7,True
iemocap_train_01577,Ses02F_impro03_M009,"Yeah. I mean candles wouldn't stay--No, I didn't--I didn't know anything about it.",happy,3,4.0,3.25,2.5,Ses02,Ses02M,4.80375,82,13,True
iemocap_train_01578,Ses02F_impro03_M010,No. I'm just as happy as you are. This is--,happy,3,4.5,3.75,3.0,Ses02,Ses02M,3.1755,43,10,True
iemocap_train_01579,Ses02F_impro03_M011,"So, I mean--it's good though.",happy,3,4.25,3.75,2.75,Ses02,Ses02M,3.3499375,29,5,True
iemocap_train_01580,Ses02F_impro03_M012,"Yeah, I know. Wow. I'm shaking. I can't even--",happy,3,4.5,4.5,2.75,Ses02,Ses02M,5.0895,46,9,True
iemocap_train_01581,Ses02F_impro03_M013,"Oh. Do they--do they know yet? Have you told them? Oh, that's--",neutral,0,4.0,3.0,2.5,Ses02,Ses02M,6.0879375,63,12,True
iemocap_train_01582,Ses02F_impro03_M014,That's great. Yeah.,neutral,0,4.0,2.5,2.25,Ses02,Ses02M,1.4399375,19,3,True
iemocap_train_01583,Ses02F_impro03_M015,Okay. You know--you know where? Or--,neutral,0,4.0,2.75,2.25,Ses02,Ses02M,4.072,36,6,True
iemocap_train_01584,Ses02F_impro03_M016,"Uh, huh. I mean, you know, it's spring--It'll be--",neutral,0,4.0,3.0,2.5,Ses02,Ses02M,2.799,50,9,True
iemocap_train_01585,Ses02F_impro03_M017,Spring's nice though.,neutral,0,3.75,2.75,2.5,Ses02,Ses02M,1.4499375,21,3,True
iemocap_train_01586,Ses02F_impro03_M018,"Yeah, that is--how long you guys been together now?",neutral,0,4.0,3.25,2.5,Ses02,Ses02M,3.86,51,9,True
iemocap_train_01587,Ses02F_impro03_M019,Okay. All right. So-[LAUGHTER]-quite a while. I mean--That's- That's good. I'm so happy for you. [LAUGHTER],happy,3,4.25,3.5,3.0,Ses02,Ses02M,8.5935,107,16,True
iemocap_train_01588,Ses02F_impro03_M020,"Yeah, I'd love to be in that same situation some day, but, wow- so-",happy,3,4.0,2.75,2.75,Ses02,Ses02M,6.27,67,14,True
iemocap_train_01589,Ses02F_impro03_M022,"Oh, I approve. I-[LAUGHTER]-I more than approve.",happy,3,4.0,3.25,3.0,Ses02,Ses02M,3.4935,48,7,True
iemocap_train_01590,Ses02F_impro03_M023,"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--",happy,3,4.25,3.75,2.75,Ses02,Ses02M,9.662375,131,25,True
iemocap_train_01591,Ses02F_impro03_M024,"Well--can--I mean, let me know--I want- I want invitations and--",happy,3,4.0,4.25,3.25,Ses02,Ses02M,4.25,64,10,True
iemocap_train_01592,Ses02F_impro03_M025,"Oh, yes. This is the whole [GARBAGE]",happy,3,4.0,3.5,2.75,Ses02,Ses02M,5.0599375,36,7,True
iemocap_train_01593,Ses02F_impro03_M026,"It'll be good. Wow, that's great.",happy,3,4.0,2.75,2.5,Ses02,Ses02M,2.7513125,33,6,True
iemocap_train_01594,Ses02F_impro04_M000,"So, uh, so how's it been going? I mean, you have any needs or anything?",neutral,0,3.0,3.5,2.5,Ses02,Ses02M,4.3659375,71,15,True
iemocap_train_01595,Ses02F_impro04_M001,"No. You can't think that way. I mean it's good--it's good that you're--that you're calling, you know. you can't",neutral,0,2.5,3.5,4.0,Ses02,Ses02M,6.29025,111,19,True
iemocap_train_01596,Ses02F_impro04_M003,"No, come on. Don't [GARBAGE]",neutral,0,2.0,3.5,3.0,Ses02,Ses02M,3.4014375,28,5,True
iemocap_train_01597,Ses02F_impro04_M004,"I know. I know. It's hard, but you just--you gotta keep going. I mean, you've been going at it for so long, you know. Something is definitely going to come up. I-I know it will, because you're a good worker--",neutral,0,2.0,4.0,4.5,Ses02,Ses02M,12.9600625,208,40,True
iemocap_train_01598,Ses02F_impro04_M005,"No. It's--I mean, it's competitive, you know. That's-That's what it is. that's what you gotta be is competitive.",neutral,0,2.5,3.5,4.0,Ses02,Ses02M,7.61,112,18,True
iemocap_train_01599,Ses02F_impro04_M006,"There...There are plenty of people out there with--with like, good jobs, you know, that are a lot...",neutral,0,2.5,4.0,4.0,Ses02,Ses02M,7.660625,100,17,True
iemocap_train_01600,Ses02F_impro04_M007,...dumber than you. I mean they're a lot worse off than you. You are much better off than like a lot of those people in there. I know,neutral,0,4.0,3.5,4.0,Ses02,Ses02M,6.8299375,133,28,True
iemocap_train_01601,Ses02F_impro04_M008,"I know. It makes it harder. I mean it's definitely who you know in a lot of cases, but--",neutral,0,2.0,2.5,3.5,Ses02,Ses02M,4.85425,88,19,True
iemocap_train_01602,Ses02F_impro04_M009,"But you gotta. Otherwise, what is--what's your other option?",neutral,0,2.0,3.0,3.5,Ses02,Ses02M,5.7308125,60,9,True
iemocap_train_01603,Ses02F_impro04_M010,"It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off. I know it. I mean, I can--I've just--I've seen your work etiquette. You know, you're a good worker and...",neutral,0,2.5,3.5,4.0,Ses02,Ses02M,9.2069375,185,30,True
iemocap_train_01604,Ses02F_impro04_M011,... and there's no reason that--that something won't come up like really soon. All right? So you just gotta--,neutral,0,3.0,3.5,4.0,Ses02,Ses02M,5.983,109,19,True
iemocap_train_01605,Ses02F_impro04_M012,"Because I know you. You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago. You know? but And- and they'll finally come around and believe me--it'll--you gotta-",neutral,0,4.0,4.0,4.5,Ses02,Ses02M,17.6178125,290,51,True
iemocap_train_01606,Ses02F_impro04_M013,"Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know",neutral,0,3.5,4.0,4.0,Ses02,Ses02M,13.15,264,52,True
iemocap_train_01607,Ses02F_impro04_M015,"That obviously that's not true though. I mean, you've done this before. You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know--",neutral,0,3.5,3.5,4.0,Ses02,Ses02M,12.7699375,199,36,True
iemocap_train_01608,Ses02F_impro04_M016,Right.,neutral,0,3.0,2.5,2.5,Ses02,Ses02M,1.1099375,6,1,True
iemocap_train_01609,Ses02F_impro04_M017,"Well, you've gotta live.",neutral,0,3.0,2.5,3.5,Ses02,Ses02M,2.0299375,24,4,True
iemocap_train_01610,Ses02F_impro04_M018,"I mean, it's just, it's really--I don't know, yeah, it's about their opinions and it's about, I don't know, just getting yourself out there and--",neutral,0,2.0,4.0,4.0,Ses02,Ses02M,9.322375,145,25,True
iemocap_train_01611,Ses02F_impro04_M019,"Well, come on, come on. Thinking about it like this is definitely not gonna help either though.",neutral,0,2.0,3.0,3.0,Ses02,Ses02M,5.350125,95,17,True
iemocap_train_01612,Ses02F_impro05_M000,"Um, okay, it didn't--didn't come out on the carrousel--",neutral,0,3.0,2.5,2.0,Ses02,Ses02M,4.6299375,55,9,True
iemocap_train_01613,Ses02F_impro05_M001,"Okay. Um, well, unfortunately yeah there was a some- some problems with the--",neutral,0,3.0,2.5,2.5,Ses02,Ses02M,8.5799375,77,13,True
iemocap_train_01614,Ses02F_impro05_M002,"Uh, well some-some of the bags were--were lost on the way over here. uh-",neutral,0,3.0,2.5,2.0,Ses02,Ses02M,6.5299375,72,14,True
iemocap_train_01615,Ses02F_impro05_M003,"You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen.",neutral,0,3.0,2.5,2.5,Ses02,Ses02M,7.3499375,121,24,True
iemocap_train_01616,Ses02F_impro05_M004,"Uh, But, we are willing to reimburse you for the bag and and for the contents--",neutral,0,3.5,2.5,2.5,Ses02,Ses02M,7.25,79,16,True
iemocap_train_01617,Ses02F_impro05_M005,"Um, we'd be willing to give you uh fifty dollars for--",neutral,0,3.0,2.5,1.5,Ses02,Ses02M,4.3938125,54,11,True
iemocap_train_01618,Ses02F_impro05_M006,"Right. Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do.",neutral,0,3.0,2.5,2.5,Ses02,Ses02M,10.0199375,117,22,True
iemocap_train_01619,Ses02F_impro05_M007,"I think, um, maybe you can file a claim if you want and turn it in to our main office--",neutral,0,2.5,3.0,2.5,Ses02,Ses02M,6.86,87,20,True
iemocap_train_01620,Ses02F_impro05_M008,"Right. No. I mean they- they might--they might--if you-if you are argue the case more, maybe they'll reimburse you more, but, right now--",neutral,0,2.5,2.5,2.5,Ses02,Ses02M,7.9880625,137,23,True
iemocap_train_01621,Ses02F_impro05_M009,"Yes, I know. I know-. It's It's frustrating. Unfortunately though-- um",neutral,0,2.5,3.0,2.0,Ses02,Ses02M,4.0104375,70,11,True
iemocap_train_01622,Ses02F_impro05_M010,"By checking your bags, you--you, you know- admit to the liability that's- that's at risk--",neutral,0,2.5,2.5,3.0,Ses02,Ses02M,7.142125,90,15,True
iemocap_train_01623,Ses02F_impro05_M011,"Right, well, by checking in your bags, you agreed to, you know, at the will of the--",neutral,0,2.5,3.0,2.5,Ses02,Ses02M,7.6569375,84,17,True
