train_sample_id,sample_id,utterance_id,conversation_id,session,speaker_id,gender,original_emotion,emotion,start_time,end_time,eval_duration,valence,arousal,dominance,wav_path,wav_found,duration,sample_rate,channels,transcript,transcript_found,transcript_file,eval_file,is_4class,emotion_4class,emotion_id,valence_norm,arousal_norm,dominance_norm,source_dataset,word_count
iemocap_train_01504,iemocap_03331,Ses02M_script02_1_F018,Ses02M_script02_1,Ses02,Ses02F,female,ang,angry,214.72,224.97,10.25,2.0,4.0,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F018.wav,True,10.25,16000,1,"Last year you'll also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight over nothing, and we didn't see the Grunions.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_1.txt,True,angry,1,0.25,0.75,0.625,IEMOCAP_full_release,34
iemocap_train_01505,iemocap_03333,Ses02M_script02_1_F020,Ses02M_script02_1,Ses02,Ses02F,female,neu,neutral,307.26,308.79,1.5300000000000296,2.5,2.5,3.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F020.wav,True,1.5299375,16000,1,That's the wind.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_1.txt,True,neutral,0,0.375,0.375,0.5,IEMOCAP_full_release,3
iemocap_train_01506,iemocap_03334,Ses02M_script02_1_F021,Ses02M_script02_1,Ses02,Ses02F,female,neu,neutral,311.58,312.91,1.330000000000041,2.5,2.0,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F021.wav,True,1.33,16000,1,About what?,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_1.txt,True,neutral,0,0.375,0.25,0.25,IEMOCAP_full_release,2
iemocap_train_01507,iemocap_03386,Ses02M_script02_2_F005,Ses02M_script02_2,Ses02,Ses02F,female,ang,angry,46.56,54.37,7.809999999999995,1.5,4.5,4.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F005.wav,True,7.81,16000,1,Goddamn it Augie don't ask me that. I hate it when you ask me that. You always ask me that. It's insulting.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,angry,1,0.125,0.875,0.875,IEMOCAP_full_release,22
iemocap_train_01508,iemocap_03387,Ses02M_script02_2_F006,Ses02M_script02_2,Ses02,Ses02F,female,ang,angry,54.83,59.2,4.3700000000000045,1.5,4.0,4.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F006.wav,True,4.37,16000,1,We just have different ideas of what this evening is supposed to look like.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,angry,1,0.125,0.75,0.875,IEMOCAP_full_release,14
iemocap_train_01509,iemocap_03392,Ses02M_script02_2_F011,Ses02M_script02_2,Ses02,Ses02F,female,ang,angry,86.1688,98.2,12.031199999999998,1.5,4.0,4.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F011.wav,True,12.0311875,16000,1,I mean I feel like my whole life is going to be spent standing on the beach waiting for the fish to show up with my eyes open and my hands clasped expectantly and the fish won't show up.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,angry,1,0.125,0.75,0.875,IEMOCAP_full_release,39
iemocap_train_01510,iemocap_03394,Ses02M_script02_2_F013,Ses02M_script02_2,Ses02,Ses02F,female,ang,angry,103.72,110.29,6.570000000000007,1.5,3.5,4.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F013.wav,True,6.5699375,16000,1,"I did want to see them, I always do. I mean I keep thinking that this is going to be the time and it never is.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,angry,1,0.125,0.625,0.875,IEMOCAP_full_release,26
iemocap_train_01511,iemocap_03396,Ses02M_script02_2_F015,Ses02M_script02_2,Ses02,Ses02F,female,sad,sad,144.71,151.11,6.400000000000006,2.5,3.0,3.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F015.wav,True,6.4,16000,1,Do you remember the first time we came to see it? It was about four years ago right after we got married.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,sad,2,0.375,0.5,0.5,IEMOCAP_full_release,22
iemocap_train_01512,iemocap_03397,Ses02M_script02_2_F016,Ses02M_script02_2,Ses02,Ses02F,female,sad,sad,151.14,160.04,8.900000000000006,2.5,3.5,4.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F016.wav,True,8.8999375,16000,1,"We thought I was pregnant and we opened a bottle of champagne but no glasses, you asked me to dance, we kicked off our shoes and you popped the cork.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,sad,2,0.375,0.625,0.75,IEMOCAP_full_release,30
iemocap_train_01513,iemocap_03398,Ses02M_script02_2_F017,Ses02M_script02_2,Ses02,Ses02F,female,sad,sad,160.5,169.2428,8.742799999999988,4.0,4.0,4.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F017.wav,True,8.7428125,16000,1,And when we were dancing you said the softest most intimate things to me right into my ears so I could feel them as much as hear them,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,sad,2,0.75,0.75,0.875,IEMOCAP_full_release,28
iemocap_train_01514,iemocap_03399,Ses02M_script02_2_F018,Ses02M_script02_2,Ses02,Ses02F,female,sad,sad,169.26,177.37,8.110000000000014,3.0,4.0,4.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F018.wav,True,8.1099375,16000,1,"and I remember thinking that this is it you know. At last, at last I am as happy as I am supposed to be",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,sad,2,0.5,0.75,0.75,IEMOCAP_full_release,24
iemocap_train_01515,iemocap_03400,Ses02M_script02_2_F019,Ses02M_script02_2,Ses02,Ses02F,female,sad,sad,177.39,182.97,5.5800000000000125,4.0,4.0,4.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F019.wav,True,5.5799375,16000,1,"Just dancing barefoot in the sand, drinking champagne out of the bottle.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,sad,2,0.75,0.75,0.75,IEMOCAP_full_release,12
iemocap_train_01516,iemocap_03401,Ses02M_script02_2_F020,Ses02M_script02_2,Ses02,Ses02F,female,sad,sad,196.93,202.34,5.409999999999997,2.0,2.5,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F020.wav,True,5.4099375,16000,1,I'd rather not remember some things. I would rather not hope for some things.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,sad,2,0.25,0.375,0.625,IEMOCAP_full_release,14
iemocap_train_01517,iemocap_03402,Ses02M_script02_2_F021,Ses02M_script02_2,Ses02,Ses02F,female,sad,sad,206.92,207.87,0.950000000000017,3.0,2.0,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F021.wav,True,0.9499375,16000,1,No.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,sad,2,0.5,0.25,0.25,IEMOCAP_full_release,1
iemocap_train_01518,iemocap_03403,Ses02M_script02_2_F022,Ses02M_script02_2,Ses02,Ses02F,female,sad,sad,209.8,210.77,0.9699999999999989,3.0,2.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F022.wav,True,0.97,16000,1,No.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,sad,2,0.5,0.25,0.375,IEMOCAP_full_release,1
iemocap_train_01519,iemocap_03412,Ses02M_script02_2_F031,Ses02M_script02_2,Ses02,Ses02F,female,sad,sad,281.09,286.4,5.310000000000002,2.0,4.0,4.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F031.wav,True,5.31,16000,1,"Well, but this isn't anything like I thought anything would be like.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,sad,2,0.25,0.75,0.75,IEMOCAP_full_release,12
iemocap_train_01520,iemocap_03415,Ses02M_script02_2_F034,Ses02M_script02_2,Ses02,Ses02F,female,sad,sad,307.05,321.47,14.420000000000016,2.0,3.5,4.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F034.wav,True,14.4199375,16000,1,"I know that you meant this to be special and nice, and there's the sand and the moon and everything but I just couldn't help thinking about being somewhere else.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,sad,2,0.25,0.625,0.75,IEMOCAP_full_release,30
iemocap_train_01521,iemocap_03418,Ses02M_script02_2_F037,Ses02M_script02_2,Ses02,Ses02F,female,hap,happy,338.13,341.18,3.0500000000000114,2.0,3.0,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F037.wav,True,3.05,16000,1,Don't be ridiculous. I mean don't you know that?,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,happy,3,0.25,0.5,0.625,IEMOCAP_full_release,9
iemocap_train_01522,iemocap_03419,Ses02M_script02_2_F038,Ses02M_script02_2,Ses02,Ses02F,female,sad,sad,341.2,348.55,7.350000000000023,2.0,4.0,4.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F038.wav,True,7.3499375,16000,1,"You're the one who probably wishes he was with someone else, someone who knew how to enjoy herself and didn't take everything so hard.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,sad,2,0.25,0.75,0.875,IEMOCAP_full_release,24
iemocap_train_01523,iemocap_03423,Ses02M_script02_2_F042,Ses02M_script02_2,Ses02,Ses02F,female,hap,happy,382.72,385.48,2.759999999999991,4.0,3.0,3.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F042.wav,True,2.7599375,16000,1,"Well, I guess we don't need glasses.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,happy,3,0.75,0.5,0.5,IEMOCAP_full_release,7
iemocap_train_01524,iemocap_03425,Ses02M_script02_2_F044,Ses02M_script02_2,Ses02,Ses02F,female,sad,sad,403.83,406.02,2.1899999999999977,2.5,2.5,3.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F044.wav,True,2.1899375,16000,1,"Augie, I'm sorry.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,sad,2,0.375,0.375,0.5,IEMOCAP_full_release,3
iemocap_train_01525,iemocap_03426,Ses02M_script02_2_F045,Ses02M_script02_2,Ses02,Ses02F,female,hap,happy,410.61,412.12,1.509999999999991,4.0,2.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F045.wav,True,1.5099375,16000,1,Or not.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,happy,3,0.75,0.375,0.375,IEMOCAP_full_release,2
iemocap_train_01526,iemocap_03427,Ses02M_script02_2_F046,Ses02M_script02_2,Ses02,Ses02F,female,neu,neutral,413.53,414.91,1.3800000000000523,5.0,4.0,0.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F046.wav,True,1.3799375,16000,1,Hmm.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_2.txt,True,neutral,0,1.0,0.75,-0.125,IEMOCAP_full_release,1
iemocap_train_01527,iemocap_03477,Ses02M_script03_1_F002,Ses02M_script03_1,Ses02,Ses02F,female,exc,happy,13.0059,15.7092,2.7032999999999987,2.5,4.5,1.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F002.wav,True,2.70325,16000,1,What are we going to do?,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,happy,3,0.375,0.875,0.0,IEMOCAP_full_release,6
iemocap_train_01528,iemocap_03478,Ses02M_script03_1_F003,Ses02M_script03_1,Ses02,Ses02F,female,hap,happy,18.5326,20.8905,2.3579000000000008,3.0,2.5,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F003.wav,True,2.357875,16000,1,Now and always sweet.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,happy,3,0.5,0.375,0.25,IEMOCAP_full_release,4
iemocap_train_01529,iemocap_03480,Ses02M_script03_1_F005,Ses02M_script03_1,Ses02,Ses02F,female,exc,happy,29.3458,33.1455,3.799699999999998,4.0,3.5,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F005.wav,True,3.799625,16000,1,Oh. It sends shivers down my spine.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,happy,3,0.75,0.625,0.25,IEMOCAP_full_release,7
iemocap_train_01530,iemocap_03481,Ses02M_script03_1_F006,Ses02M_script03_1,Ses02,Ses02F,female,hap,happy,34.9176,37.651,2.733400000000003,4.0,3.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F006.wav,True,2.7333125,16000,1,Behave exquisitely.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,happy,3,0.75,0.5,0.375,IEMOCAP_full_release,2
iemocap_train_01531,iemocap_03482,Ses02M_script03_1_F007,Ses02M_script03_1,Ses02,Ses02F,female,hap,happy,38.1466,42.2165,4.069900000000004,4.0,2.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F007.wav,True,4.0699375,16000,1,"Yes, I should probably to a court curtsey.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,happy,3,0.75,0.375,0.375,IEMOCAP_full_release,8
iemocap_train_01532,iemocap_03487,Ses02M_script03_1_F012,Ses02M_script03_1,Ses02,Ses02F,female,exc,happy,70.1807,71.6825,1.501800000000003,4.0,2.0,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F012.wav,True,1.5018125,16000,1,Who's they?,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,happy,3,0.75,0.25,0.25,IEMOCAP_full_release,2
iemocap_train_01533,iemocap_03490,Ses02M_script03_1_F015,Ses02M_script03_1,Ses02,Ses02F,female,sad,sad,94.2401,96.7481,2.5079999999999956,2.5,2.5,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F015.wav,True,2.508,16000,1,"Oh dear, should we like that?",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,sad,2,0.375,0.375,0.25,IEMOCAP_full_release,6
iemocap_train_01534,iemocap_03496,Ses02M_script03_1_F021,Ses02M_script03_1,Ses02,Ses02F,female,hap,happy,157.9779,160.6512,2.6732999999999834,4.0,2.5,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F021.wav,True,2.67325,16000,1,Which particular one?,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,happy,3,0.75,0.375,0.25,IEMOCAP_full_release,3
iemocap_train_01535,iemocap_03497,Ses02M_script03_1_F022,Ses02M_script03_1,Ses02,Ses02F,female,hap,happy,164.1655,169.3167,5.151199999999989,4.0,3.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F022.wav,True,5.15125,16000,1,"Oh Charles, that was his name Charles. It did wiggle so beautifully.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,happy,3,0.75,0.5,0.375,IEMOCAP_full_release,12
iemocap_train_01536,iemocap_03498,Ses02M_script03_1_F023,Ses02M_script03_1,Ses02,Ses02F,female,hap,happy,169.9475,176.6757,6.728200000000015,4.0,3.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F023.wav,True,6.7281875,16000,1,I know you did. You threw it out of the window into the Grand Canal; I don't think I'll ever forgive you for that.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,happy,3,0.75,0.5,0.375,IEMOCAP_full_release,24
iemocap_train_01537,iemocap_03499,Ses02M_script03_1_F024,Ses02M_script03_1,Ses02,Ses02F,female,hap,happy,177.4867,180.2651,2.7783999999999764,3.5,1.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F024.wav,True,2.778375,16000,1,It went on intermittently for days.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,happy,3,0.625,0.125,0.375,IEMOCAP_full_release,6
iemocap_train_01538,iemocap_03500,Ses02M_script03_1_F025,Ses02M_script03_1,Ses02,Ses02F,female,hap,happy,183.4941,188.0446,4.5504999999999995,4.0,3.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F025.wav,True,4.5505,16000,1,It burned my comb too and all the towels in the bathroom.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,happy,3,0.75,0.625,0.375,IEMOCAP_full_release,12
iemocap_train_01539,iemocap_03502,Ses02M_script03_1_F027,Ses02M_script03_1,Ses02,Ses02F,female,hap,happy,192.7754,200.645,7.86960000000002,4.5,3.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F027.wav,True,7.8695625,16000,1,The manager came in and found us rolling around on the floor biting and scratching like panthers.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,happy,3,0.875,0.5,0.375,IEMOCAP_full_release,17
